Customer_ID,Customer_Segment,Churn_Risk,Purchased_Product,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommended_Action
3136,Premium Customer,No,Shoes,Boots,Sandals,Sneakers,,,Upsell premium / new arrivals
3137,Regular Customer,No,Skirt,Blouse,Shirt,Sweater,T-shirt,Dress,Standard product recommendation
3138,Budget Happy Customer,No,Coat,Jacket,Jeans,Hoodie,Sweater,Dress,Standard product recommendation
3139,Premium Customer,No,Blouse,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
3140,Loyal Customer,No,Sunglasses,Belt,Jewelry,Gloves,Scarf,Handbag,Upsell premium / new arrivals
3141,At-Risk Customer,Yes,Gloves,Hat,Jewelry,Backpack,Belt,Scarf,Send win-back discount
3142,At-Risk Customer,Yes,Sunglasses,Hat,Gloves,Jewelry,Backpack,Belt,Send win-back discount
3143,Loyal Customer,Yes,Sneakers,Shoes,Sandals,Boots,,,Priority retention offer (high-value customer at risk)
3144,Regular Customer,No,Hoodie,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
3145,Budget Happy Customer,No,Boots,Sandals,Shoes,Sneakers,,,Standard product recommendation
3146,Loyal Customer,No,Handbag,Jewelry,Sunglasses,Scarf,Gloves,Belt,Upsell premium / new arrivals
3147,High-Value New Customer,Yes,Shirt,Pants,Jeans,Dress,Socks,Blouse,Send win-back discount
3148,Premium Customer,No,Sweater,Skirt,Jeans,Pants,Shirt,T-shirt,Upsell premium / new arrivals
3149,Loyal Customer,No,Shorts,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3150,High-Value New Customer,Yes,Belt,Handbag,Hat,Backpack,Jewelry,Scarf,Send win-back discount
3151,Regular Customer,Yes,Blouse,Shirt,Hoodie,Sweater,Pants,T-shirt,Send win-back discount
3152,Regular Customer,No,T-shirt,Shirt,Hoodie,Shorts,Socks,Pants,Standard product recommendation
3153,Budget Happy Customer,No,Belt,Sunglasses,Hat,Scarf,Backpack,Gloves,Standard product recommendation
3154,Budget Happy Customer,No,Socks,Dress,Skirt,Shorts,Sweater,Jeans,Standard product recommendation
3155,At-Risk Customer,Yes,Belt,Hat,Sunglasses,Backpack,Gloves,Jewelry,Send win-back discount
3156,High-Value New Customer,Yes,Handbag,Belt,Backpack,Hat,Sunglasses,Scarf,Send win-back discount
3157,Loyal Customer,No,Shirt,Hoodie,Sweater,Shorts,Socks,Pants,Upsell premium / new arrivals
3158,Loyal Customer,Yes,Belt,Scarf,Handbag,Hat,Sunglasses,Jewelry,Priority retention offer (high-value customer at risk)
3159,At-Risk Customer,Yes,Jewelry,Hat,Sunglasses,Backpack,Gloves,Handbag,Send win-back discount
3160,Budget Happy Customer,Yes,Hat,Belt,Sunglasses,Backpack,Jewelry,Gloves,Send win-back discount
3161,At-Risk Customer,Yes,Backpack,Belt,Jewelry,Scarf,Sunglasses,Handbag,Send win-back discount
3162,Premium Customer,No,Dress,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
3163,Premium Customer,No,Shoes,Sandals,Boots,Sneakers,,,Upsell premium / new arrivals
3164,Budget Happy Customer,No,Pants,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
3165,High-Value New Customer,Yes,Dress,Socks,Blouse,Jeans,T-shirt,Skirt,Send win-back discount
3166,Budget Happy Customer,No,Jacket,Coat,,,,,Standard product recommendation
3167,Budget Happy Customer,No,Shirt,Pants,T-shirt,Socks,Shorts,Skirt,Standard product recommendation
3168,Budget Happy Customer,Yes,Dress,Shirt,Sweater,T-shirt,Jeans,Skirt,Send win-back discount
3169,Loyal Customer,No,Jeans,T-shirt,Socks,Blouse,Shorts,Shirt,Upsell premium / new arrivals
3170,Loyal Customer,No,T-shirt,Hoodie,Shirt,Sweater,Shorts,Socks,Upsell premium / new arrivals
3171,Regular Customer,No,Sunglasses,Backpack,Jewelry,Scarf,Hat,Gloves,Standard product recommendation
3172,Regular Customer,No,Jewelry,Gloves,Backpack,Scarf,Sunglasses,Handbag,Standard product recommendation
3173,Regular Customer,No,Socks,Shirt,Hoodie,Shorts,Pants,T-shirt,Standard product recommendation
3174,Premium Customer,No,Skirt,Sweater,Jeans,Pants,Blouse,Socks,Upsell premium / new arrivals
3175,At-Risk Customer,Yes,Pants,Blouse,Dress,Sweater,Skirt,T-shirt,Send win-back discount
3176,At-Risk Customer,Yes,Socks,Sweater,Jeans,Hoodie,Pants,Dress,Send win-back discount
3177,At-Risk Customer,Yes,Sandals,Sneakers,Boots,Shoes,,,Send win-back discount
3178,Regular Customer,No,Belt,Sunglasses,Hat,Handbag,Gloves,Jewelry,Standard product recommendation
3179,High-Value New Customer,Yes,Sandals,Boots,Shoes,Sneakers,,,Send win-back discount
3180,Premium Customer,No,Shorts,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
3181,At-Risk Customer,Yes,Handbag,Belt,Jewelry,Scarf,Sunglasses,Backpack,Send win-back discount
3182,At-Risk Customer,Yes,Jacket,Coat,,,,,Send win-back discount
3183,High-Value New Customer,Yes,Sunglasses,Hat,Jewelry,Backpack,Belt,Scarf,Send win-back discount
3184,Budget Happy Customer,No,Sneakers,Boots,Sandals,Shoes,,,Standard product recommendation
3185,Premium Customer,No,Sweater,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
3186,High-Value New Customer,Yes,Skirt,Jeans,Sweater,Shorts,Dress,T-shirt,Send win-back discount
3187,High-Value New Customer,Yes,Jewelry,Belt,Backpack,Hat,Sunglasses,Scarf,Send win-back discount
3188,Regular Customer,No,Blouse,Shirt,Hoodie,Shorts,Socks,Pants,Standard product recommendation
3189,At-Risk Customer,Yes,Blouse,Dress,Sweater,Skirt,T-shirt,Hoodie,Send win-back discount
3190,At-Risk Customer,Yes,Boots,Sneakers,Sandals,Shoes,,,Send win-back discount
3191,Budget Happy Customer,Yes,Jeans,Dress,Skirt,Blouse,Socks,Hoodie,Send win-back discount
3192,Premium Customer,No,Hoodie,Pants,Skirt,Socks,T-shirt,Jeans,Upsell premium / new arrivals
3193,Budget Happy Customer,No,Sweater,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
3194,Premium Customer,No,Gloves,Sunglasses,Scarf,Hat,Belt,Backpack,Upsell premium / new arrivals
3195,Loyal Customer,No,Sneakers,Shoes,Boots,Sandals,,,Upsell premium / new arrivals
3196,Premium Customer,No,Sunglasses,Jewelry,Belt,Scarf,Hat,Gloves,Upsell premium / new arrivals
3197,Budget Happy Customer,No,Belt,Handbag,Gloves,Backpack,Sunglasses,Hat,Standard product recommendation
3198,Budget Happy Customer,No,Sweater,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
3199,Budget Happy Customer,No,Gloves,Backpack,Jewelry,Handbag,Hat,Belt,Standard product recommendation
3200,Regular Customer,No,Handbag,Backpack,Jewelry,Scarf,Sunglasses,Hat,Standard product recommendation
3201,Regular Customer,No,Socks,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
3202,Regular Customer,No,Pants,T-shirt,Shirt,Socks,Dress,Hoodie,Standard product recommendation
3203,High-Value New Customer,Yes,Scarf,Handbag,Belt,Hat,Backpack,Jewelry,Send win-back discount
3204,High-Value New Customer,Yes,Coat,Jacket,,,,,Send win-back discount
3205,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
3206,At-Risk Customer,Yes,Hoodie,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
3207,At-Risk Customer,Yes,Boots,Shoes,Sneakers,Sandals,,,Send win-back discount
3208,High-Value New Customer,Yes,Socks,Dress,Blouse,Jeans,T-shirt,Skirt,Send win-back discount
3209,Regular Customer,No,Jewelry,Gloves,Backpack,Scarf,Sunglasses,Handbag,Standard product recommendation
3210,High-Value New Customer,Yes,Shoes,Sandals,Sneakers,Boots,,,Send win-back discount
3211,At-Risk Customer,Yes,Socks,Sweater,T-shirt,Shorts,Pants,Blouse,Send win-back discount
3212,Premium Customer,No,Pants,Skirt,Hoodie,Socks,T-shirt,Jeans,Upsell premium / new arrivals
3213,Loyal Customer,No,Sneakers,Boots,Sandals,Shoes,,,Upsell premium / new arrivals
3214,At-Risk Customer,Yes,Sunglasses,Backpack,Scarf,Jewelry,Belt,Gloves,Send win-back discount
3215,High-Value New Customer,Yes,Skirt,Socks,Jeans,Hoodie,Shirt,Sweater,Send win-back discount
3216,Budget Happy Customer,No,Coat,Jacket,,,,,Standard product recommendation
3217,Budget Happy Customer,No,Hoodie,Dress,Skirt,Shorts,Sweater,Jeans,Standard product recommendation
3218,At-Risk Customer,Yes,Sunglasses,Backpack,Scarf,Jewelry,Belt,Gloves,Send win-back discount
3219,At-Risk Customer,Yes,Skirt,Socks,Sweater,Jeans,Hoodie,Pants,Send win-back discount
3220,Regular Customer,No,Coat,Jacket,,,,,Standard product recommendation
3221,Loyal Customer,No,Handbag,Jewelry,Sunglasses,Scarf,Gloves,Belt,Upsell premium / new arrivals
3222,High-Value New Customer,Yes,T-shirt,Socks,Jeans,Hoodie,Skirt,Shirt,Send win-back discount
3223,Premium Customer,No,Sunglasses,Scarf,Hat,Gloves,Belt,Backpack,Upsell premium / new arrivals
3224,Premium Customer,No,Shirt,Hoodie,Blouse,Sweater,T-shirt,Jeans,Upsell premium / new arrivals
3225,Budget Happy Customer,No,Hoodie,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
3226,Budget Happy Customer,No,Blouse,Dress,Skirt,Shorts,Sweater,Jeans,Standard product recommendation
3227,Regular Customer,No,Sneakers,Shoes,Sandals,Boots,,,Standard product recommendation
3228,At-Risk Customer,Yes,Scarf,Backpack,Handbag,Hat,Jewelry,Belt,Send win-back discount
3229,High-Value New Customer,Yes,Jewelry,Belt,Backpack,Hat,Sunglasses,Scarf,Send win-back discount
3230,Budget Happy Customer,No,Pants,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
3231,High-Value New Customer,Yes,Sneakers,Sandals,Boots,Shoes,,,Send win-back discount
3232,High-Value New Customer,Yes,Shoes,Boots,Sandals,Sneakers,,,Send win-back discount
3233,Loyal Customer,No,T-shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3234,Budget Happy Customer,No,Belt,Hat,Sunglasses,Backpack,Jewelry,Handbag,Standard product recommendation
3235,Budget Happy Customer,No,Jewelry,Backpack,Gloves,Handbag,Hat,Belt,Standard product recommendation
3236,Loyal Customer,No,Belt,Gloves,Hat,Handbag,Jewelry,Backpack,Upsell premium / new arrivals
3237,Premium Customer,No,Belt,Sunglasses,Scarf,Hat,Gloves,Backpack,Upsell premium / new arrivals
3238,Budget Happy Customer,Yes,T-shirt,Shirt,Sweater,Dress,Jeans,Skirt,Send win-back discount
3239,At-Risk Customer,Yes,Sneakers,Boots,Shoes,Sandals,,,Send win-back discount
3240,Regular Customer,No,Sunglasses,Scarf,Handbag,Backpack,Belt,Gloves,Standard product recommendation
3241,Regular Customer,No,Sandals,Sneakers,Boots,Shoes,,,Standard product recommendation
3242,Premium Customer,No,Handbag,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
3243,Budget Happy Customer,No,Socks,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
3244,Premium Customer,No,Hoodie,Skirt,Jeans,Pants,Sweater,Shirt,Upsell premium / new arrivals
3245,High-Value New Customer,Yes,Sweater,Pants,Shirt,Jeans,Dress,Socks,Send win-back discount
3246,Budget Happy Customer,No,Pants,Jeans,Skirt,Hoodie,Shorts,Sweater,Standard product recommendation
3247,Premium Customer,No,Sneakers,Sandals,Shoes,Boots,,,Upsell premium / new arrivals
3248,Budget Happy Customer,No,Gloves,Belt,Sunglasses,Hat,Scarf,Backpack,Standard product recommendation
3249,At-Risk Customer,Yes,T-shirt,Hoodie,Pants,Shirt,Jeans,Skirt,Send win-back discount
3250,Budget Happy Customer,No,Backpack,Belt,Sunglasses,Hat,Scarf,Gloves,Standard product recommendation
3251,Budget Happy Customer,No,Coat,Jacket,,,,,Standard product recommendation
3252,At-Risk Customer,Yes,Coat,Jacket,,,,,Send win-back discount
3253,Regular Customer,No,Sandals,Shoes,Boots,Sneakers,,,Standard product recommendation
3254,Budget Happy Customer,Yes,Backpack,Scarf,Gloves,Sunglasses,Handbag,Hat,Send win-back discount
3255,Loyal Customer,No,Sweater,Dress,Pants,Skirt,Jeans,Shirt,Upsell premium / new arrivals
3256,Regular Customer,No,Shorts,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
3257,Regular Customer,No,Sunglasses,Backpack,Jewelry,Scarf,Hat,Gloves,Standard product recommendation
3258,Budget Happy Customer,No,Shirt,Dress,Skirt,Shorts,Sweater,Jeans,Standard product recommendation
3259,Loyal Customer,No,Shoes,Boots,Sneakers,Sandals,,,Upsell premium / new arrivals
3260,Budget Happy Customer,No,Hat,Belt,Sunglasses,Scarf,Backpack,Gloves,Standard product recommendation
3261,High-Value New Customer,Yes,Scarf,Handbag,Belt,Hat,Backpack,Jewelry,Send win-back discount
3262,At-Risk Customer,Yes,Belt,Backpack,Scarf,Jewelry,Sunglasses,Gloves,Send win-back discount
3263,Regular Customer,No,T-shirt,Shirt,Socks,Dress,Pants,Hoodie,Standard product recommendation
3264,Premium Customer,No,Shorts,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
3265,At-Risk Customer,Yes,Pants,Hoodie,T-shirt,Shirt,Jeans,Skirt,Send win-back discount
3266,Budget Happy Customer,No,Sunglasses,Belt,Hat,Scarf,Backpack,Gloves,Standard product recommendation
3267,Premium Customer,No,Coat,Jacket,,,,,Upsell premium / new arrivals
3268,At-Risk Customer,Yes,Hoodie,Socks,Sweater,Jeans,Pants,Dress,Send win-back discount
3269,Budget Happy Customer,Yes,Dress,Skirt,Socks,Jeans,Shirt,Pants,Send win-back discount
3270,Loyal Customer,No,Blouse,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
3271,High-Value New Customer,Yes,Socks,Sweater,Hoodie,Dress,T-shirt,Skirt,Send win-back discount
3272,At-Risk Customer,Yes,Socks,Hoodie,T-shirt,Pants,Shirt,Jeans,Send win-back discount
3273,Budget Happy Customer,No,Shoes,Sandals,Sneakers,Boots,,,Standard product recommendation
3274,Regular Customer,No,Belt,Scarf,Handbag,Backpack,Sunglasses,Gloves,Standard product recommendation
3275,Loyal Customer,No,Sweater,Shorts,Blouse,Skirt,Pants,Jeans,Upsell premium / new arrivals
3276,Budget Happy Customer,Yes,Pants,Skirt,Socks,Jeans,Dress,Shirt,Send win-back discount
3277,Premium Customer,No,Scarf,Sunglasses,Hat,Gloves,Belt,Backpack,Upsell premium / new arrivals
3278,Premium Customer,No,Skirt,Jeans,Pants,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
3279,Budget Happy Customer,No,Dress,Jeans,Pants,Skirt,Hoodie,Shorts,Standard product recommendation
3280,Regular Customer,Yes,Hat,Belt,Gloves,Scarf,Sunglasses,Jewelry,Send win-back discount
3281,Budget Happy Customer,Yes,Handbag,Scarf,Sunglasses,Gloves,Belt,Backpack,Send win-back discount
3282,High-Value New Customer,Yes,Pants,Socks,Jeans,Hoodie,Skirt,Shirt,Send win-back discount
3283,Loyal Customer,No,T-shirt,Blouse,Socks,Jeans,Sweater,Hoodie,Upsell premium / new arrivals
3284,Regular Customer,No,Jacket,Coat,,,,,Standard product recommendation
3285,High-Value New Customer,Yes,Scarf,Gloves,Handbag,Jewelry,Sunglasses,Belt,Send win-back discount
3286,Loyal Customer,No,Hat,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
3287,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
3288,At-Risk Customer,Yes,Skirt,Hoodie,T-shirt,Pants,Shirt,Jeans,Send win-back discount
3289,Premium Customer,No,Handbag,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
3290,Loyal Customer,No,Backpack,Gloves,Hat,Handbag,Belt,Jewelry,Upsell premium / new arrivals
3291,Budget Happy Customer,Yes,Coat,Jacket,,,,,Send win-back discount
3292,Budget Happy Customer,No,Belt,Handbag,Gloves,Backpack,Sunglasses,Hat,Standard product recommendation
3293,Regular Customer,No,Handbag,Backpack,Jewelry,Scarf,Sunglasses,Hat,Standard product recommendation
3294,At-Risk Customer,Yes,Coat,Jacket,,,,,Send win-back discount
3295,Premium Customer,No,Sweater,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
3296,Regular Customer,No,Blouse,T-shirt,Shirt,Socks,Dress,Pants,Standard product recommendation
3297,At-Risk Customer,Yes,Blouse,Pants,Skirt,Jeans,Socks,Shorts,Send win-back discount
3298,Premium Customer,No,Belt,Sunglasses,Scarf,Hat,Gloves,Backpack,Upsell premium / new arrivals
3299,Budget Happy Customer,No,Jacket,Coat,,,,,Standard product recommendation
3300,Loyal Customer,No,Shorts,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3301,At-Risk Customer,Yes,Hat,Handbag,Belt,Scarf,Jewelry,Gloves,Send win-back discount
3302,Budget Happy Customer,No,Pants,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
3303,At-Risk Customer,Yes,Blouse,Dress,Sweater,Shirt,Shorts,Hoodie,Send win-back discount
3304,Loyal Customer,Yes,Belt,Gloves,Sunglasses,Backpack,Hat,Scarf,Priority retention offer (high-value customer at risk)
3305,At-Risk Customer,Yes,Handbag,Hat,Sunglasses,Backpack,Gloves,Jewelry,Send win-back discount
3306,At-Risk Customer,Yes,Hoodie,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
3307,Regular Customer,Yes,Jacket,Coat,,,,,Send win-back discount
3308,Loyal Customer,Yes,Scarf,Belt,Jewelry,Backpack,Gloves,Handbag,Priority retention offer (high-value customer at risk)
3309,Budget Happy Customer,No,Jeans,Blouse,Sweater,Shorts,Shirt,Hoodie,Standard product recommendation
3310,Regular Customer,No,Handbag,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
3311,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
3312,High-Value New Customer,Yes,Hat,Gloves,Handbag,Jewelry,Sunglasses,Scarf,Send win-back discount
3313,Premium Customer,No,Sneakers,Boots,Sandals,Shoes,,,Upsell premium / new arrivals
3314,Regular Customer,No,Hat,Gloves,Backpack,Scarf,Sunglasses,Jewelry,Standard product recommendation
3315,Budget Happy Customer,Yes,Socks,Sweater,Skirt,T-shirt,Jeans,Pants,Send win-back discount
3316,Budget Happy Customer,Yes,Scarf,Handbag,Sunglasses,Gloves,Belt,Backpack,Send win-back discount
3317,Loyal Customer,Yes,Socks,Pants,Skirt,Hoodie,Shirt,Sweater,Priority retention offer (high-value customer at risk)
3318,At-Risk Customer,Yes,Hat,Sunglasses,Backpack,Gloves,Jewelry,Handbag,Send win-back discount
3319,Loyal Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
3320,Loyal Customer,No,Shorts,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3321,Regular Customer,No,Blouse,Hoodie,Skirt,Dress,Sweater,Shorts,Standard product recommendation
3322,High-Value New Customer,Yes,Coat,Jacket,,,,,Send win-back discount
3323,Premium Customer,No,Sweater,Skirt,Jeans,Pants,Shirt,T-shirt,Upsell premium / new arrivals
3324,Budget Happy Customer,No,Handbag,Hat,Sunglasses,Backpack,Jewelry,Belt,Standard product recommendation
3325,At-Risk Customer,Yes,T-shirt,Socks,Sweater,Jeans,Hoodie,Pants,Send win-back discount
3326,Budget Happy Customer,No,Sandals,Shoes,Sneakers,Boots,,,Standard product recommendation
3327,High-Value New Customer,Yes,Gloves,Belt,Backpack,Hat,Sunglasses,Scarf,Send win-back discount
3328,Loyal Customer,No,Shorts,Pants,T-shirt,Sweater,Jeans,Shirt,Upsell premium / new arrivals
3329,Loyal Customer,No,Sandals,Boots,Shoes,Sneakers,,,Upsell premium / new arrivals
3330,Loyal Customer,No,Backpack,Belt,Hat,Gloves,Scarf,Handbag,Upsell premium / new arrivals
3331,Budget Happy Customer,No,Sneakers,Sandals,Shoes,Boots,,,Standard product recommendation
3332,Regular Customer,No,Sunglasses,Belt,Hat,Handbag,Gloves,Jewelry,Standard product recommendation
3333,Loyal Customer,Yes,T-shirt,Pants,Skirt,Hoodie,Shirt,Sweater,Priority retention offer (high-value customer at risk)
3334,Loyal Customer,Yes,Jeans,Pants,Hoodie,Shirt,Sweater,Skirt,Priority retention offer (high-value customer at risk)
3335,High-Value New Customer,Yes,Shirt,Pants,Sweater,Blouse,Hoodie,Socks,Send win-back discount
3336,At-Risk Customer,Yes,Hat,Belt,Jewelry,Scarf,Sunglasses,Backpack,Send win-back discount
3337,High-Value New Customer,Yes,Blouse,Sweater,Hoodie,Dress,T-shirt,Skirt,Send win-back discount
3338,At-Risk Customer,Yes,Jacket,Coat,,,,,Send win-back discount
3339,Budget Happy Customer,No,Skirt,Pants,T-shirt,Socks,Shirt,Shorts,Standard product recommendation
3340,At-Risk Customer,Yes,Gloves,Belt,Jewelry,Scarf,Sunglasses,Backpack,Send win-back discount
3341,At-Risk Customer,Yes,T-shirt,Pants,Skirt,Jeans,Blouse,Socks,Send win-back discount
3342,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
3343,Premium Customer,No,Jacket,Coat,,,,,Upsell premium / new arrivals
3344,Loyal Customer,Yes,Shorts,Pants,Skirt,Hoodie,Shirt,Sweater,Priority retention offer (high-value customer at risk)
3345,High-Value New Customer,Yes,Hat,Handbag,Belt,Backpack,Jewelry,Scarf,Send win-back discount
3346,Loyal Customer,No,Handbag,Sunglasses,Belt,Jewelry,Gloves,Scarf,Upsell premium / new arrivals
3347,Budget Happy Customer,No,Jeans,Dress,Skirt,Shorts,Sweater,Shirt,Standard product recommendation
3348,At-Risk Customer,Yes,Shoes,Boots,Sneakers,Sandals,,,Send win-back discount
3349,Budget Happy Customer,No,T-shirt,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
3350,Budget Happy Customer,No,Jewelry,Handbag,Gloves,Belt,Backpack,Sunglasses,Standard product recommendation
3351,Loyal Customer,No,Handbag,Jewelry,Sunglasses,Scarf,Gloves,Belt,Upsell premium / new arrivals
3352,Loyal Customer,No,Shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3353,Budget Happy Customer,Yes,Belt,Sunglasses,Backpack,Jewelry,Hat,Gloves,Send win-back discount
3354,Loyal Customer,No,Dress,Pants,Shorts,T-shirt,Sweater,Jeans,Upsell premium / new arrivals
3355,Budget Happy Customer,No,Skirt,Hoodie,Sweater,Dress,Pants,Socks,Standard product recommendation
3356,Loyal Customer,Yes,Blouse,Pants,Hoodie,Sweater,Shirt,Dress,Priority retention offer (high-value customer at risk)
3357,Loyal Customer,No,Jeans,Shorts,Blouse,Skirt,Pants,Hoodie,Upsell premium / new arrivals
3358,At-Risk Customer,Yes,Hoodie,Blouse,Dress,Sweater,Skirt,T-shirt,Send win-back discount
3359,High-Value New Customer,Yes,T-shirt,Socks,Jeans,Hoodie,Skirt,Shirt,Send win-back discount
3360,Premium Customer,No,Sunglasses,Hat,Scarf,Jewelry,Belt,Gloves,Upsell premium / new arrivals
3361,At-Risk Customer,Yes,Jacket,Coat,,,,,Send win-back discount
3362,Regular Customer,No,Shoes,Sandals,Sneakers,Boots,,,Standard product recommendation
3363,Regular Customer,No,Handbag,Belt,Sunglasses,Hat,Gloves,Jewelry,Standard product recommendation
3364,Regular Customer,No,Sweater,Blouse,Shirt,Skirt,T-shirt,Dress,Standard product recommendation
3365,Regular Customer,Yes,Scarf,Gloves,Belt,Sunglasses,Jewelry,Hat,Send win-back discount
3366,At-Risk Customer,Yes,Skirt,Blouse,Dress,Sweater,T-shirt,Hoodie,Send win-back discount
3367,At-Risk Customer,Yes,Gloves,Backpack,Scarf,Jewelry,Belt,Sunglasses,Send win-back discount
3368,Budget Happy Customer,Yes,T-shirt,Jeans,Dress,Skirt,Blouse,Socks,Send win-back discount
3369,Loyal Customer,No,Sandals,Shoes,Boots,Sneakers,,,Upsell premium / new arrivals
3370,At-Risk Customer,Yes,Sweater,Blouse,Dress,Skirt,T-shirt,Hoodie,Send win-back discount
3371,At-Risk Customer,Yes,Belt,Jewelry,Hat,Scarf,Sunglasses,Backpack,Send win-back discount
3372,High-Value New Customer,Yes,Hoodie,Pants,Shirt,Jeans,Dress,Socks,Send win-back discount
3373,Loyal Customer,No,Socks,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3374,Regular Customer,No,Sandals,Shoes,Boots,Sneakers,,,Standard product recommendation
3375,High-Value New Customer,Yes,Blouse,Pants,Sweater,Shirt,Hoodie,Socks,Send win-back discount
3376,High-Value New Customer,Yes,Boots,Shoes,Sandals,Sneakers,,,Send win-back discount
3377,Loyal Customer,No,Hat,Jewelry,Sunglasses,Scarf,Gloves,Handbag,Upsell premium / new arrivals
3378,Loyal Customer,No,Shirt,Dress,Sweater,Pants,Skirt,Jeans,Upsell premium / new arrivals
3379,Premium Customer,No,Shorts,Pants,Skirt,Hoodie,Socks,T-shirt,Upsell premium / new arrivals
3380,Premium Customer,No,Handbag,Jewelry,Belt,Scarf,Sunglasses,Hat,Upsell premium / new arrivals
3381,Loyal Customer,No,Dress,Hoodie,Shirt,Sweater,Shorts,Socks,Upsell premium / new arrivals
3382,Premium Customer,No,Hat,Jewelry,Belt,Scarf,Sunglasses,Gloves,Upsell premium / new arrivals
3383,Loyal Customer,Yes,Sweater,Pants,Hoodie,Blouse,Shirt,Dress,Priority retention offer (high-value customer at risk)
3384,At-Risk Customer,Yes,Coat,Jacket,,,,,Send win-back discount
3385,Loyal Customer,Yes,Hoodie,Pants,Skirt,Shirt,Sweater,Socks,Priority retention offer (high-value customer at risk)
3386,Budget Happy Customer,No,Jewelry,Backpack,Gloves,Handbag,Hat,Belt,Standard product recommendation
3387,Budget Happy Customer,No,T-shirt,Blouse,Sweater,Shorts,Jeans,Shirt,Standard product recommendation
3388,Budget Happy Customer,Yes,Pants,Dress,Skirt,Blouse,Socks,Jeans,Send win-back discount
3389,Loyal Customer,No,Sweater,Pants,Shorts,T-shirt,Jeans,Shirt,Upsell premium / new arrivals
3390,High-Value New Customer,Yes,Pants,Socks,Jeans,Hoodie,Skirt,Shirt,Send win-back discount
3391,High-Value New Customer,Yes,Socks,Jeans,Hoodie,Skirt,Shirt,Sweater,Send win-back discount
3392,Loyal Customer,No,Hoodie,Shirt,Sweater,Shorts,Socks,Pants,Upsell premium / new arrivals
3393,Premium Customer,No,Scarf,Jewelry,Belt,Sunglasses,Hat,Gloves,Upsell premium / new arrivals
3394,Premium Customer,No,Dress,Pants,Skirt,Sweater,Blouse,Shirt,Upsell premium / new arrivals
3395,High-Value New Customer,Yes,Sandals,Shoes,Boots,Sneakers,,,Send win-back discount
3396,Regular Customer,No,Dress,Blouse,Shirt,Skirt,Sweater,T-shirt,Standard product recommendation
3397,Loyal Customer,Yes,Pants,Hoodie,Shirt,Sweater,Skirt,T-shirt,Priority retention offer (high-value customer at risk)
3398,Loyal Customer,No,Blouse,T-shirt,Socks,Jeans,Shorts,Shirt,Upsell premium / new arrivals
3399,Premium Customer,No,Jeans,Hoodie,Blouse,Sweater,Shirt,T-shirt,Upsell premium / new arrivals
3400,High-Value New Customer,Yes,Pants,Socks,Jeans,Hoodie,Skirt,Shirt,Send win-back discount
3401,Loyal Customer,No,Sunglasses,Gloves,Hat,Handbag,Belt,Jewelry,Upsell premium / new arrivals
3402,At-Risk Customer,Yes,Backpack,Scarf,Jewelry,Belt,Sunglasses,Gloves,Send win-back discount
